ID	Assessment	Class	Group_Number	Group	Subgroup_Number	Subgroup	HDIndex	Participant_Knowledge_Avg	Participant_Knowledge_Med	Participant_Knowledge_AvgxHDI	Participant_Knowledge_MedxHDI
245	KZ-ALY	Ecosytem_Services	2	Regulating	2.3	Lithosphere	0.794	2.4	2	1.91	1.59
246	KZ-ALY	Ecosytem_Services	2	Regulating	2.5	Protection	0.794	2.4	2	1.91	1.59
247	KZ-ALY	Ecosytem_Services	2	Regulating	2.6	Biological_control	0.794	2.4	2	1.91	1.59
248	KZ-ALY	Ecosytem_Services	3	Cultural	3.4	Spiritual_experience_and_sense_of_place	0.794	2.4	2	1.91	1.59
249	KZ-ALY	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.794	2.4	2	1.91	1.59
250	KZ-ALY	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.794	2.4	2	1.91	1.59
251	KZ-ALY	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.794	2.4	2	1.91	1.59
252	KZ-ALY	Ecosytem_Services	3	Cultural	3.1	Recreation	0.794	2.4	2	1.91	1.59
253	KZ-ALY	Ecosytem_Services	3	Cultural	3.4	Spiritual_experience_and_sense_of_place	0.794	2.4	2	1.91	1.59
254	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.794	2.4	2	1.91	1.59
255	KZ-ALY	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.794	2.4	2	1.91	1.59
256	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.794	2.4	2	1.91	1.59
257	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.794	2.4	2	1.91	1.59
258	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.794	2.4	2	1.91	1.59
259	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.794	2.4	2	1.91	1.59
260	KZ-ALY	Biodiversity_Objects	1	Subsystem	2.1	Terrestrial	0.794	2.4	2	1.91	1.59
261	KZ-ALY	Biodiversity_Objects	1	Subsystem	2.1	Terrestrial	0.794	2.4	2	1.91	1.59
262	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.794	2.4	2	1.91	1.59
263	KZ-ALY	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.794	2.4	2	1.91	1.59
264	KZ-ALY	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.794	2.4	2	1.91	1.59
265	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.794	2.4	2	1.91	1.59
266	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.794	2.4	2	1.91	1.59
267	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.794	2.4	2	1.91	1.59
268	KZ-ALY	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.794	2.4	2	1.91	1.59
269	KZ-ALY	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.794	2.4	2	1.91	1.59
270	KZ-ALY	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.794	2.4	2	1.91	1.59
271	KZ-ALY	Key_Ecological_Attributes	3	Hydrosphere	3.3	Snow/ice_regimes	0.794	2.4	2	1.91	1.59
272	KZ-ALY	Key_Ecological_Attributes	9	Species_specific_key_attributes	9.3	Habitat_quantity_and_quality_(including_abiotic_and_biotic_habitat_components)	0.794	2.4	2	1.91	1.59
273	KZ-ALY	Key_Ecological_Attributes	9	Species_specific_key_attributes	9.2	Viable_population_size,_structure_and_natural_population_dynamics	0.794	2.4	2	1.91	1.59
274	KZ-ALY	Key_Ecological_Attributes	6	Biomass	6.5	Extent_of_ecosystems	0.794	2.4	2	1.91	1.59
275	KZ-ALY	Key_Ecological_Attributes	3	Hydrosphere	3.1	Water_characteristics	0.794	2.4	2	1.91	1.59
276	KZ-ALY	Key_Ecological_Attributes	3	Hydrosphere	3.2	Hydrologic_regimes	0.794	2.4	2	1.91	1.59
277	KZ-ALY	Key_Ecological_Attributes	6	Biomass	6.2	Above_ground_biomass	0.794	2.4	2	1.91	1.59
278	KZ-ALY	Key_Ecological_Attributes	8	Network	8.1	Distribution_and_connectivity_of_ecosystems	0.794	2.4	2	1.91	1.59
279	KZ-ALY	Key_Ecological_Attributes	8	Network	8.3	Structure_and_composition_of_communities	0.794	2.4	2	1.91	1.59
280	EC-SIE	Human_Wellbeing	1	Physical	1.3	Health	0.739	1.97	2	1.46	1.48
281	EC-SIE	Human_Wellbeing	1	Physical	1.2	Food	0.739	1.97	2	1.46	1.48
282	EC-SIE	Human_Wellbeing	2	Economic	2.3	Materials	0.739	1.97	2	1.46	1.48
283	EC-SIE	Human_Wellbeing	2	Economic	2.1	Work	0.739	1.97	2	1.46	1.48
284	EC-SIE	Human_Wellbeing	1	Physical	1.4	Safety_(including_housing,_shelter,_etc.)	0.739	1.97	2	1.46	1.48
285	EC-SIE	Human_Wellbeing	4	Socio-cultural	4.3	Political_engagement	0.739	1.97	2	1.46	1.48
286	EC-SIE	Ecosytem_Services	1	Provisioning	1.3	Materials	0.739	1.97	2	1.46	1.48
287	EC-SIE	Ecosytem_Services	1	Provisioning	1.2	Food	0.739	1.97	2	1.46	1.48
288	EC-SIE	Ecosytem_Services	1	Provisioning	1.3	Materials	0.739	1.97	2	1.46	1.48
289	EC-SIE	Ecosytem_Services	1	Provisioning	1.2	Food	0.739	1.97	2	1.46	1.48
290	EC-SIE	Ecosytem_Services	2	Regulating	2.1	Atmosphere	0.739	1.97	2	1.46	1.48
291	EC-SIE	Ecosytem_Services	2	Regulating	2.4	Climate	0.739	1.97	2	1.46	1.48
292	EC-SIE	Ecosytem_Services	2	Regulating	2.1	Atmosphere	0.739	1.97	2	1.46	1.48
293	EC-SIE	Ecosytem_Services	2	Regulating	2.4	Climate	0.739	1.97	2	1.46	1.48
294	EC-SIE	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.739	1.97	2	1.46	1.48
295	EC-SIE	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.739	1.97	2	1.46	1.48
296	EC-SIE	Ecosytem_Services	2	Regulating	2.3	Lithosphere	0.739	1.97	2	1.46	1.48
297	EC-SIE	Ecosytem_Services	2	Regulating	2.5	Protection	0.739	1.97	2	1.46	1.48
298	EC-SIE	Ecosytem_Services	3	Cultural	3.1	Recreation	0.739	1.97	2	1.46	1.48
299	EC-SIE	Ecosytem_Services	3	Cultural	3.2	Tourism	0.739	1.97	2	1.46	1.48
300	EC-SIE	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.739	1.97	2	1.46	1.48
301	EC-SIE	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.739	1.97	2	1.46	1.48
302	EC-SIE	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.739	1.97	2	1.46	1.48
303	EC-SIE	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.739	1.97	2	1.46	1.48
304	EC-SIE	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.739	1.97	2	1.46	1.48
305	EC-SIE	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.739	1.97	2	1.46	1.48
306	EC-SIE	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.739	1.97	2	1.46	1.48
307	EC-SIE	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.739	1.97	2	1.46	1.48
308	EC-SIE	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.739	1.97	2	1.46	1.48
309	EC-SIE	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.739	1.97	2	1.46	1.48
310	EC-SIE	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.739	1.97	2	1.46	1.48
311	EC-SIE	Biodiversity_Objects	3	Functional_group	3.4	Anthropogenic	0.739	1.97	2	1.46	1.48
312	EC-SIE	Key_Ecological_Attributes	1	Energy_input	1.1	Solar_radiation	0.739	1.97	2	1.46	1.48
313	EC-SIE	Key_Ecological_Attributes	2	Atmosphere	2.1	Air_quality	0.739	1.97	2	1.46	1.48
314	EC-SIE	Key_Ecological_Attributes	2	Atmosphere	2.2	Global_climate_conditions	0.739	1.97	2	1.46	1.48
315	EC-SIE	Key_Ecological_Attributes	2	Atmosphere	2.1	Air_quality	0.739	1.97	2	1.46	1.48
316	EC-SIE	Key_Ecological_Attributes	2	Atmosphere	2.3	Weather_and_local_climate_conditions	0.739	1.97	2	1.46	1.48
317	EC-SIE	Key_Ecological_Attributes	4	Lithosphere	4.2	Chemical_soil_parameters	0.739	1.97	2	1.46	1.48
318	EC-SIE	Key_Ecological_Attributes	3	Hydrosphere	3.1	Water_characteristics	0.739	1.97	2	1.46	1.48
319	EC-SIE	Key_Ecological_Attributes	3	Hydrosphere	3.2	Hydrologic_regimes	0.739	1.97	2	1.46	1.48
320	EC-SIE	Key_Ecological_Attributes	9	Species_specific_key_attributes	9.3	Habitat_quantity_and_quality_(including_abiotic_and_biotic_habitat_components)	0.739	1.97	2	1.46	1.48
321	EC-SIE	Key_Ecological_Attributes	7	Information	7.2	Interspecific_diversity/species_richness	0.739	1.97	2	1.46	1.48
322	EC-SIE	Key_Ecological_Attributes	8	Network	8.1	Distribution_and_connectivity_of_ecosystems	0.739	1.97	2	1.46	1.48
323	EC-SIE	Key_Ecological_Attributes	9	Species_specific_key_attributes	9.2	Viable_population_size,_structure_and_natural_population_dynamics	0.739	1.97	2	1.46	1.48
324	EC-SIE	Key_Ecological_Attributes	9	Species_specific_key_attributes	9.2	Viable_population_size,_structure_and_natural_population_dynamics	0.739	1.97	2	1.46	1.48
325	EC-SIE	Key_Ecological_Attributes	8	Network	8.4	Synecological_interactions_and_interdependencies	0.739	1.97	2	1.46	1.48
326	EC-SIE	Key_Ecological_Attributes	8	Network	8.4	Synecological_interactions_and_interdependencies	0.739	1.97	2	1.46	1.48
327	KR-BDA	Human_Wellbeing	2	Economic	2.1	Work	0.901	3	3	2.7	2.7
328	KR-BDA	Human_Wellbeing	4	Socio-cultural	4.3	Political_engagement	0.901	3	3	2.7	2.7
329	KR-BDA	Human_Wellbeing	1	Physical	1.3	Health	0.901	3	3	2.7	2.7
330	KR-BDA	Human_Wellbeing	3	Mental	3.3	Health	0.901	3	3	2.7	2.7
331	KR-BDA	Human_Wellbeing	4	Socio-cultural	4.3	Political_engagement	0.901	3	3	2.7	2.7
332	KR-BDA	Human_Wellbeing	4	Socio-cultural	4.3	Political_engagement	0.901	3	3	2.7	2.7
333	KR-BDA	Ecosytem_Services	1	Provisioning	1.3	Materials	0.901	3	3	2.7	2.7
334	KR-BDA	Ecosytem_Services	1	Provisioning	1.3	Materials	0.901	3	3	2.7	2.7
335	KR-BDA	Ecosytem_Services	1	Provisioning	1.3	Materials	0.901	3	3	2.7	2.7
336	KR-BDA	Ecosytem_Services	1	Provisioning	1.3	Materials	0.901	3	3	2.7	2.7
337	KR-BDA	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.901	3	3	2.7	2.7
338	KR-BDA	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.901	3	3	2.7	2.7
339	KR-BDA	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.901	3	3	2.7	2.7
340	KR-BDA	Ecosytem_Services	2	Regulating	2.5	Protection	0.901	3	3	2.7	2.7
341	KR-BDA	Ecosytem_Services	2	Regulating	2.1	Atmosphere	0.901	3	3	2.7	2.7
342	KR-BDA	Ecosytem_Services	2	Regulating	2.3	Lithosphere	0.901	3	3	2.7	2.7
343	KR-BDA	Ecosytem_Services	2	Regulating	2.1	Atmosphere	0.901	3	3	2.7	2.7
344	KR-BDA	Ecosytem_Services	2	Regulating	2.4	Climate	0.901	3	3	2.7	2.7
345	KR-BDA	Ecosytem_Services	2	Regulating	2.1	Atmosphere	0.901	3	3	2.7	2.7
346	KR-BDA	Ecosytem_Services	4	Supporting	NA	NA	0.901	3	3	2.7	2.7
347	KR-BDA	Ecosytem_Services	2	Regulating	2.4	Climate	0.901	3	3	2.7	2.7
348	KR-BDA	Ecosytem_Services	2	Regulating	2.3	Lithosphere	0.901	3	3	2.7	2.7
349	KR-BDA	Ecosytem_Services	1	Provisioning	1.1	Water	0.901	3	3	2.7	2.7
350	KR-BDA	Ecosytem_Services	3	Cultural	3.2	Tourism	0.901	3	3	2.7	2.7
351	KR-BDA	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.901	3	3	2.7	2.7
352	KR-BDA	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.901	3	3	2.7	2.7
353	KR-BDA	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.901	3	3	2.7	2.7
354	KR-BDA	Ecosytem_Services	3	Cultural	3.1	Recreation	0.901	3	3	2.7	2.7
355	KR-BDA	Ecosytem_Services	3	Cultural	3.4	Spiritual_experience_and_sense_of_place	0.901	3	3	2.7	2.7
356	KR-BDA	Ecosytem_Services	3	Cultural	3.2	Tourism	0.901	3	3	2.7	2.7
357	KR-BDA	Ecosytem_Services	3	Cultural	3.1	Recreation	0.901	3	3	2.7	2.7
358	KR-BDA	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.901	3	3	2.7	2.7
359	KR-BDA	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.901	3	3	2.7	2.7
360	KR-BDA	Ecosytem_Services	3	Cultural	3.4	Spiritual_experience_and_sense_of_place	0.901	3	3	2.7	2.7
361	KR-BDA	Ecosytem_Services	3	Cultural	3.4	Spiritual_experience_and_sense_of_place	0.901	3	3	2.7	2.7
362	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.4	Anthropogenic	0.901	3	3	2.7	2.7
363	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.4	Anthropogenic	0.901	3	3	2.7	2.7
364	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.901	3	3	2.7	2.7
365	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.901	3	3	2.7	2.7
366	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.901	3	3	2.7	2.7
367	KR-BDA	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.901	3	3	2.7	2.7
368	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.901	3	3	2.7	2.7
369	KR-BDA	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.901	3	3	2.7	2.7
370	KR-BDA	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.901	3	3	2.7	2.7
371	KR-BDA	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.901	3	3	2.7	2.7
372	KR-BDA	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.901	3	3	2.7	2.7
373	KR-BDA	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.901	3	3	2.7	2.7
374	KR-BDA	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.901	3	3	2.7	2.7
375	KR-BDA	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.901	3	3	2.7	2.7
376	KR-BDA	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.901	3	3	2.7	2.7
377	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.901	3	3	2.7	2.7
378	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.901	3	3	2.7	2.7
379	KR-BDA	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.901	3	3	2.7	2.7
380	KR-BDA	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.901	3	3	2.7	2.7
381	KR-BDA	Biodiversity_Objects	2	Subsystem	2.2	FresHuman_Wellbeingater	0.901	3	3	2.7	2.7
382	KR-BDA	Biodiversity_Objects	2	Subsystem	2.4	Anthropogenic	0.901	3	3	2.7	2.7
383	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.4	Anthropogenic	0.901	3	3	2.7	2.7
384	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.901	3	3	2.7	2.7
385	KR-BDA	Biodiversity_Objects	2	Subsystem	2.4	Anthropogenic	0.901	3	3	2.7	2.7
386	KR-BDA	Biodiversity_Objects	1	Ecosystem	1.4	Anthropogenic	0.901	3	3	2.7	2.7
387	PE-ACR	Human_Wellbeing	1	Physical	1.4	Safety_(including_housing,_shelter,_etc.)	0.74	1.92	2	1.42	1.48
388	PE-ACR	Human_Wellbeing	1	Physical	1.2	Food	0.74	1.92	2	1.42	1.48
389	PE-ACR	Human_Wellbeing	2	Economic	2.3	Materials	0.74	1.92	2	1.42	1.48
390	PE-ACR	Human_Wellbeing	2	Economic	2.1	Work	0.74	1.92	2	1.42	1.48
391	PE-ACR	Human_Wellbeing	1	Physical	1.3	Health	0.74	1.92	2	1.42	1.48
392	PE-ACR	Human_Wellbeing	4	Socio-cultural	4.2	Culture	0.74	1.92	2	1.42	1.48
393	PE-ACR	Human_Wellbeing	4	Socio-cultural	4.4	Spiritual_experience_and_sense_of_place	0.74	1.92	2	1.42	1.48
394	PE-ACR	Human_Wellbeing	3	Mental	3.4	Personal_fulfilment_and_happiness	0.74	1.92	2	1.42	1.48
395	PE-ACR	Human_Wellbeing	1	Physical	1.3	Health	0.74	1.92	2	1.42	1.48
396	PE-ACR	Ecosytem_Services	1	Provisioning	1.2	Food	0.74	1.92	2	1.42	1.48
397	PE-ACR	Ecosytem_Services	4	Supporting	NA	NA	0.74	1.92	2	1.42	1.48
398	PE-ACR	Ecosytem_Services	1	Provisioning	1.3	Materials	0.74	1.92	2	1.42	1.48
399	PE-ACR	Ecosytem_Services	1	Provisioning	1.3	Materials	0.74	1.92	2	1.42	1.48
400	PE-ACR	Ecosytem_Services	2	Regulating	2.5	Protection	0.74	1.92	2	1.42	1.48
401	PE-ACR	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.74	1.92	2	1.42	1.48
402	PE-ACR	Ecosytem_Services	2	Regulating	2.4	Climate	0.74	1.92	2	1.42	1.48
403	PE-ACR	Ecosytem_Services	2	Regulating	2.3	Lithosphere	0.74	1.92	2	1.42	1.48
404	PE-ACR	Ecosytem_Services	3	Cultural	3.1	Recreation	0.74	1.92	2	1.42	1.48
405	PE-ACR	Ecosytem_Services	3	Cultural	3.2	Tourism	0.74	1.92	2	1.42	1.48
406	PE-ACR	Ecosytem_Services	3	Cultural	3.4	Spiritual_experience_and_sense_of_place	0.74	1.92	2	1.42	1.48
407	PE-ACR	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.74	1.92	2	1.42	1.48
408	PE-ACR	Biodiversity_Objects	2	Subsystem	2.2	FresHuman_Wellbeingater	0.74	1.92	2	1.42	1.48
409	PE-ACR	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.74	1.92	2	1.42	1.48
410	PE-ACR	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.74	1.92	2	1.42	1.48
411	PE-ACR	Biodiversity_Objects	4	Species	4.2	FresHuman_Wellbeingater	0.74	1.92	2	1.42	1.48
412	PE-ACR	Biodiversity_Objects	4	Species	4.2	FresHuman_Wellbeingater	0.74	1.92	2	1.42	1.48
413	PE-ACR	Biodiversity_Objects	4	Species	4.2	FresHuman_Wellbeingater	0.74	1.92	2	1.42	1.48
414	PE-ACR	Biodiversity_Objects	4	Species	4.2	FresHuman_Wellbeingater	0.74	1.92	2	1.42	1.48
415	PE-ACR	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.92	2	1.42	1.48
416	PE-ACR	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.92	2	1.42	1.48
417	PE-ACR	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.74	1.92	2	1.42	1.48
418	PE-ACR	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.74	1.92	2	1.42	1.48
419	PE-ACR	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.74	1.92	2	1.42	1.48
420	PE-ACR	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.92	2	1.42	1.48
421	PE-ACR	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.92	2	1.42	1.48
422	PE-ACR	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.92	2	1.42	1.48
423	PE-ACR	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.92	2	1.42	1.48
424	PE-ACR	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.74	1.92	2	1.42	1.48
425	PE-ACR	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.74	1.92	2	1.42	1.48
426	PE-ACR	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.92	2	1.42	1.48
427	PE-ACR	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.74	1.92	2	1.42	1.48
428	PE-ACR	Key_Ecological_Attributes	2	Atmosphere	2.3	Weather_and_local_climate_conditions	0.74	1.92	2	1.42	1.48
429	PE-ACR	Key_Ecological_Attributes	2	Atmosphere	2.2	Global_climate_conditions	0.74	1.92	2	1.42	1.48
430	PE-ACR	Key_Ecological_Attributes	3	Hydrosphere	3.1	Water_characteristics	0.74	1.92	2	1.42	1.48
431	PE-ACR	Key_Ecological_Attributes	3	Hydrosphere	3.2	Hydrologic_regimes	0.74	1.92	2	1.42	1.48
432	PE-ACR	Key_Ecological_Attributes	8	Network	8.1	Distribution_and_connectivity_of_ecosystems	0.74	1.92	2	1.42	1.48
433	PE-ACR	Key_Ecological_Attributes	8	Network	8.1	Distribution_and_connectivity_of_ecosystems	0.74	1.92	2	1.42	1.48
434	PE-ACR	Key_Ecological_Attributes	4	Lithosphere	4.2	Chemical_soil_parameters	0.74	1.92	2	1.42	1.48
435	PE-ACR	Key_Ecological_Attributes	8	Network	8.1	Distribution_and_connectivity_of_ecosystems	0.74	1.92	2	1.42	1.48
436	PE-ACR	Key_Ecological_Attributes	6	Biomass	6.5	Extent_of_ecosystems	0.74	1.92	2	1.42	1.48
437	PE-ACR	Key_Ecological_Attributes	8	Network	8.3	Structure_and_composition_of_communities	0.74	1.92	2	1.42	1.48
438	PE-ACR	Key_Ecological_Attributes	8	Network	8.3	Structure_and_composition_of_communities	0.74	1.92	2	1.42	1.48
439	PE-ACR	Key_Ecological_Attributes	8	Network	8.4	Synecological_interactions_and_interdependencies	0.74	1.92	2	1.42	1.48
440	PE-ACR	Key_Ecological_Attributes	8	Network	8.4	Synecological_interactions_and_interdependencies	0.74	1.92	2	1.42	1.48
441	PE-ACR	Key_Ecological_Attributes	9	Species_specific_key_attributes	9.3	Habitat_quantity_and_quality_(including_abiotic_and_biotic_habitat_components)	0.74	1.92	2	1.42	1.48
442	PE-ACR	Key_Ecological_Attributes	9	Species_specific_key_attributes	9.2	Viable_population_size,_structure_and_natural_population_dynamics	0.74	1.92	2	1.42	1.48
443	PE-ACR	Key_Ecological_Attributes	9	Species_specific_key_attributes	9.2	Viable_population_size,_structure_and_natural_population_dynamics	0.74	1.92	2	1.42	1.48
444	PE-ACR	Key_Ecological_Attributes	11	Resilience_and_resistance	11.1	NA	0.74	1.92	2	1.42	1.48
445	PE-PIN	Human_Wellbeing	1	Physical	1.2	Food	0.74	1.13	1	0.84	0.74
446	PE-PIN	Human_Wellbeing	1	Physical	1.1	Water	0.74	1.13	1	0.84	0.74
447	PE-PIN	Human_Wellbeing	1	Physical	1.3	Health	0.74	1.13	1	0.84	0.74
448	PE-PIN	Human_Wellbeing	2	Economic	2.1	Work	0.74	1.13	1	0.84	0.74
449	PE-PIN	Human_Wellbeing	1	Physical	1.3	Health	0.74	1.13	1	0.84	0.74
450	PE-PIN	Human_Wellbeing	1	Physical	1.3	Health	0.74	1.13	1	0.84	0.74
451	PE-PIN	Human_Wellbeing	4	Socio-cultural	4.2	Culture	0.74	1.13	1	0.84	0.74
452	PE-PIN	Human_Wellbeing	3	Mental	3.4	Personal_fulfilment_and_happiness	0.74	1.13	1	0.84	0.74
453	PE-PIN	Human_Wellbeing	2	Economic	2.1	Work	0.74	1.13	1	0.84	0.74
454	PE-PIN	Ecosytem_Services	1	Provisioning	1.2	Food	0.74	1.13	1	0.84	0.74
455	PE-PIN	Ecosytem_Services	1	Provisioning	1.3	Materials	0.74	1.13	1	0.84	0.74
456	PE-PIN	Ecosytem_Services	1	Provisioning	1.3	Materials	0.74	1.13	1	0.84	0.74
457	PE-PIN	Ecosytem_Services	1	Provisioning	1.1	Water	0.74	1.13	1	0.84	0.74
458	PE-PIN	Ecosytem_Services	1	Provisioning	1.3	Materials	0.74	1.13	1	0.84	0.74
459	PE-PIN	Ecosytem_Services	2	Regulating	2.3	Lithosphere	0.74	1.13	1	0.84	0.74
460	PE-PIN	Ecosytem_Services	2	Regulating	2.3	Lithosphere	0.74	1.13	1	0.84	0.74
461	PE-PIN	Ecosytem_Services	2	Regulating	2.4	Climate	0.74	1.13	1	0.84	0.74
462	PE-PIN	Ecosytem_Services	2	Regulating	2.4	Climate	0.74	1.13	1	0.84	0.74
463	PE-PIN	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.74	1.13	1	0.84	0.74
464	PE-PIN	Ecosytem_Services	2	Regulating	2.5	Protection	0.74	1.13	1	0.84	0.74
465	PE-PIN	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.74	1.13	1	0.84	0.74
466	PE-PIN	Ecosytem_Services	2	Regulating	2.2	Hydrosphere	0.74	1.13	1	0.84	0.74
467	PE-PIN	Ecosytem_Services	1	Provisioning	1.4	Energy	0.74	1.13	1	0.84	0.74
468	PE-PIN	Ecosytem_Services	3	Cultural	3.3	Aesthetic_appreciation_and_inspiration	0.74	1.13	1	0.84	0.74
469	PE-PIN	Biodiversity_Objects	1	Ecosystem	1.1	Terrestrial	0.74	1.13	1	0.84	0.74
470	PE-PIN	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.74	1.13	1	0.84	0.74
471	PE-PIN	Biodiversity_Objects	2	Subsystem	2.1	Terrestrial	0.74	1.13	1	0.84	0.74
472	PE-PIN	Biodiversity_Objects	1	Ecosystem	1.4	Anthropogenic	0.74	1.13	1	0.84	0.74
473	PE-PIN	Biodiversity_Objects	2	Functional_group	1.1	Terrestrial	0.74	1.13	1	0.84	0.74
474	PE-PIN	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.13	1	0.84	0.74
475	PE-PIN	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.13	1	0.84	0.74
476	PE-PIN	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.13	1	0.84	0.74
477	PE-PIN	Biodiversity_Objects	4	Species	4.1	Terrestrial	0.74	1.13	1	0.84	0.74
478	PE-PIN	Biodiversity_Objects	3	Functional_group	3.1	Terrestrial	0.74	1.13	1	0.84	0.74
479	PE-PIN	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.74	1.13	1	0.84	0.74
480	PE-PIN	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.74	1.13	1	0.84	0.74
481	PE-PIN	Biodiversity_Objects	1	Ecosystem	1.2	FresHuman_Wellbeingater	0.74	1.13	1	0.84	0.74
